season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club
2026,PIT,DL,DE,97.0,ACT,Cameron Heyward,Cameron,Heyward,1989-05-06,77,295,Ohio State,00-0027969,13977,9779acc7-ed88-4a16-b78d-230ace9ec3eb,24818,7449,6183,HeywCa01,12902,843,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vfql05jp29d2pltrlwqz",HEY271611,37104,32004845-5927-1611-4c0d-39454c8d1eaf,2011.0,2011.0,PIT
2026,PHI,QB,QB,14.0,ACT,Andy Dalton,Andrew,Dalton,1987-10-29,74,220,TCU,00-0027973,14012,d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1,24822,7355,6187,DaltAn00,12841,829,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nyjb97rajdqckaxsoniv",DAL659900,37110,32004441-4c65-9900-551d-a31a0423b3ca,2011.0,2011.0,CIN
2026,GB,QB,QB,6.0,ACT,Tyrod Taylor,Tyrod,Taylor,1989-08-03,73,217,Virginia Tech,00-0028118,14163,7f3ef024-eb34-46af-8b9e-544cdf09378f,24967,7357,6332,TaylTy00,12831,827,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nqpyumxuo0e9sitk0a0o",TAY764868,37255,32005441-5976-4868-b81d-df31fbb7fe72,2011.0,2011.0,BAL
2026,WAS,LB,LB,57.0,ACT,Nick Bellore,Nicholas,Bellore,1989-05-12,73,250,Central Michigan,00-0028292,14471,eeb9e3f4-e378-44ca-94b6-a724011ad710,25295,7504,6515,BellNi01,12787,815,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wlj7zdf6h9p9dnhdtmih",BEL740458,37792,32004245-4c74-0458-f160-9cf6a1a7b60c,2011.0,2011.0,
2026,LAC,LS,LS,47.0,ACT,Josh Harris,Joshua,Harris,1989-04-27,73,224,Auburn,00-0028845,15151,8bbd5520-52e9-4187-889f-bd4552622869,26168,3795,7748,HarrJo02,14567,1238,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/agckpghgjhwbacdexqyd",HAR000002,38785,32004841-5200-0002-4939-feff6037684f,2012.0,2012.0,
2026,MIN,P,P,5.0,ACT,Johnny Hekker,John,Hekker,1990-02-08,77,225,Oregon State,00-0028872,15153,380435a9-1833-4381-a12b-498a43732798,26350,8381,7252,HekkJo00,14409,1202,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qqxvnynrahubphl6gjvw",HEK403291,38815,32004845-4b40-3291-c2a9-69e708d367a1,2012.0,2012.0,
2026,CHI,QB,QB,11.0,ACT,Case Keenum,Casey,Keenum,1988-02-17,73,220,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,KeenCa00,15694,1737,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/weixhyzal4ntsyszyepu",KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012.0,2012.0,
2026,LV,QB,QB,8.0,ACT,Kirk Cousins,Kirk,Cousins,1988-08-19,75,209,Michigan State,00-0029604,14880,bbd0942c-6f77-4f83-a6d0-66ec6548019e,25812,8057,7102,CousKi00,14252,1166,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmdqr7gju0dciapvdjcv",COU709400,38632,3200434f-5570-9400-e1ae-f835abb5963e,2012.0,2012.0,WAS
2026,NYJ,LB,OLB,56.0,ACT,Demario Davis,DeMario,Davis,1989-01-11,74,239,Arkansas State,00-0029607,14958,e6221da0-1ce0-4f60-85b5-f2094e9d2863,25787,8213,7079,DaviDe00,13810,1052,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fx9oohbyik0ibdlvyr8z",DAV262404,38607,32004441-5626-2404-80ee-7e2bd72b20d4,2012.0,2012.0,NYJ
2026,DAL,P,P,5.0,ACT,Bryan Anger,Bryan,Anger,1988-10-06,75,202,California,00-0029692,14950,6ee71282-c2b8-416a-8de1-29c0185d9b7b,25780,8251,7072,AngeBr00,14017,1113,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e1fozrp2fhprrkheqt0x",ANG280911,38600,3200414e-4728-0911-cad2-e8c7ca434956,2012.0,2012.0,JAX
2026,MIN,LS,LS,42.0,ACT,Andrew DePaola,Andrew,DePaola,1987-07-28,73,227,Rutgers,00-0029714,,,,,,,,,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jcrvuhkivwjhbqmzp5tm",DEP118180,39750,32004445-5011-8180-19a1-6814db083a3b,2014.0,2014.0,
2026,SF,RB,FB,44.0,ACT,Kyle Juszczyk,Kyle,Juszczyk,1991-04-23,74,235,Harvard,00-0029892,16002,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,26753,8930,7912,JuszKy00,14901,1379,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qflumv1aag7yw9mgwpga",JUS812736,40078,32004a55-5381-2736-6940-2f5c2a0823b7,2013.0,2013.0,BAL
2026,BAL,DL,DT,94.0,ACT,John Jenkins,Jonathan,Jenkins,1989-07-11,75,360,Georgia; Gulf Coast CC; Mississippi,00-0030070,15846,60d48e85-931c-45dc-b62f-024503a2e09b,26705,8672,7863,JenkJo00,15194,1553,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cgamzernsuzy7zamg3rx",JEN271683,40030,32004a45-4e27-1683-8a30-9a574921106a,2013.0,2013.0,NO
2026,CAR,P,P,6.0,ACT,Sam Martin,Sam,Martin,1990-02-27,73,205,Appalachian State,00-0030092,15928,80b403da-381f-467e-883b-5b83ac02aac3,26788,9022,7947,MartSa01,15125,1516,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hkewwfpluyhrcdgquthf",MAR720548,40113,32004d41-5272-0548-89fe-164b32a0f793,2013.0,2013.0,DET
2026,LA,OL,OT,68.0,ACT,David Quessenberry,David,Quessenberry,1990-08-24,77,310,San Jose State,00-0030097,,,,,,,,,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u9tqc6zzwioplioiixpm",QUE597984,40124,32005155-4559-7984-fe6c-8f632e818cdc,2013.0,2013.0,HOU
2026,WAS,P,P,10.0,ACT,Tress Way,Tressler,Way,1990-04-18,73,220,Oklahoma,00-0030140,16166,55e1ecbd-96c5-456e-833b-9cd3f046f3fc,26945,9832,8358,WayxTr00,15112,1506,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c9oijuzo666bwebj9yuj",WAY228645,40600,32005741-5922-8645-73f7-640013d2a29d,2014.0,2014.0,
2026,LAC,DB,S,23.0,ACT,Tony Jefferson,Tony,Jefferson,1992-01-27,71,211,Oklahoma,00-0030294,16195,7690ab6a-2ae0-4449-abd5-74ec54403f2e,27081,8688,8361,JeffTo00,15516,1686,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbeyyjp0frs1gi1g8e3i",JEF423538,40737,32004a45-4642-3538-6240-81dc1df4c32e,2013.0,2013.0,
2026,KC,TE,TE,87.0,ACT,Travis Kelce,Travis,Kelce,1989-10-05,77,250,Cincinnati,00-0030506,15847,c3859e06-5f23-4302-a71b-04820a899d5f,26686,8783,7844,KelcTr00,15048,1466,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebc5j60djpinc9elvlc5",KEL012458,40011,32004b45-4c01-2458-b7b6-3a14cdb414dd,2013.0,2013.0,KC
2026,PHI,OL,OT,65.0,ACT,Lane Johnson,David,Johnson,1990-05-08,78,325,Oklahoma; Kilgore,00-0030561,,,,,,,,,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ukibsn5yxozyzompfbxm",JOH399478,39950,32004a4f-4839-9478-c9f1-08050b07752e,2013.0,2013.0,PHI
2026,NYJ,QB,QB,7.0,ACT,Geno Smith,Eugene,Smith,1990-10-10,75,221,West Virginia,00-0030565,15864,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,26662,8743,7820,SmitGe00,14895,1373,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqy0933vz5yogwlefb1s",SMI269700,39987,3200534d-4926-9700-a278-7821d73d1c6a,2013.0,2013.0,NYJ
2026,KC,LS,LS,41.0,ACT,James Winchester,James,Winchester,1989-08-06,75,240,Oklahoma,00-0030615,16665,996a0607-8046-46c2-97a0-b94ff9f5a1c8,27494,10606,8580,WincJa00,15917,1785,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qw1jmfvcpwxx12cewfqg",WIN034202,40994,32005749-4e03-4202-ea63-4415bac76e40,2015.0,2015.0,
2026,AZ,LS,LS,59.0,ACT,Casey Kreiter,Casey,Kreiter,1990-08-13,73,250,Iowa,00-0030957,,,,,,,,,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wgpfei7r2zzbjqojtiu5",KRE233600,41797,32004b52-4523-3600-312f-642e8b6af048,2016.0,2016.0,
2026,LAC,LB,OLB,52.0,ACT,Khalil Mack,Khalil,Mack,1991-02-22,75,269,Buffalo,00-0031040,16710,33c74bf8-7621-48be-a769-e219703988d9,27533,9251,8640,MackKh00,16323,2036,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jzqh3otccfpx2aue7xys",MAC325122,41231,32004d41-4332-5122-ef2d-7d43941a5ee7,2014.0,2014.0,LV
2026,PIT,K,K,9.0,ACT,Chris Boswell,Christopher,Boswell,1991-03-16,74,185,Rice,00-0031136,17372,441eb531-1ec8-4f65-9174-78bc6adada63,28188,9646,8990,BoswCh00,16191,1945,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxbnhvnfjmheuryvdmuf",BOS743355,41953,3200424f-5374-3355-5a91-480dcb22e23b,2014.0,2014.0,
2026,WAS,LS,LS,69.0,ACT,Tyler Ott,Tyler,Ott,1992-02-28,75,253,Harvard,00-0031156,,,,,,,,,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ppnihdnetdwuoapsyrnn",OTT034606,41973,32004f54-5403-4606-91c0-927940580e7f,2015.0,2015.0,
2026,CHI,K,K,8.0,ACT,Cairo Santos,Cairo,Santos,1991-11-12,68,173,Tulane,00-0031203,17427,d96ff17c-841a-4768-8e08-3a4cfcb7f717,28227,9633,8932,SantCa01,16301,2020,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w5mfvjfuflbitwuji1yx",SAN796299,41991,32005341-4e79-6299-852e-b177eee92780,2014.0,2014.0,
2026,NYG,WR,WR,,ACT,Odell Beckham Jr.,Odell,Beckham,1992-11-05,71,200,LSU,00-0031235,16733,354dec38-b88b-4ba0-8974-859123f27c45,27540,9255,8647,BeckOd00,16389,2078,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",BEC573252,41238,32004245-4357-3252-264b-1da3e93d2745,2014.0,2014.0,NYG
2026,DET,QB,QB,5.0,ACT,Teddy Bridgewater,Theodore,Bridgewater,1992-11-10,74,212,Louisville,00-0031237,16728,d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7,27560,9245,8667,BridTe00,16497,2152,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wggyfg1dgyiwcgxafoen",BRI129168,41258,32004252-4912-9168-84fe-1a998a0eb85b,2014.0,2014.0,MIN
2026,NYG,DL,DE,93.0,ACT,Shelby Harris,Shelby,Harris,1991-08-11,74,288,Illinois State; Wisconsin,00-0031270,16837,20d66704-9c12-467f-a6ca-9cf9dc00730c,27763,9785,8869,HarrSh00,16319,2033,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r1lxhltzhpkmfdocupum",HAR536152,41464,32004841-5253-6152-2588-5177254b0366,2014.0,2014.0,LV
2026,ATL,OL,OT,70.0,ACT,Jake Matthews,Jacob,Matthews,1992-02-11,77,309,Texas A&M,00-0031279,,,,,,,,,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/erhayhjdrny0fua2nizx",MAT565555,41232,32004d41-5456-5555-1827-0d5d5e928f5d,2014.0,2014.0,ATL
2026,NE,OL,OT,76.0,ACT,Morgan Moses,Morgan,Moses,1991-03-03,78,320,Virginia,00-0031330,,,,,,,,,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbq088iyxz81xdpdcnx0",MOS280929,41295,32004d4f-5328-0929-d77a-b0c47c50643f,2014.0,2014.0,WAS
2026,LA,WR,WR,17.0,ACT,Davante Adams,Davante,Adams,1992-12-24,73,204,Fresno State,00-0031381,16800,e7d6ae25-bf15-4660-8b37-c37716551de3,27581,9455,8688,AdamDa01,16470,2133,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qtonvcqpixixqhc6lhnc",ADA218591,41282,32004144-4121-8591-4d26-4c0ac739af41,2014.0,2014.0,GB
2026,SF,WR,WR,5.0,ACT,Mike Evans,Michael,Evans,1993-08-21,77,231,Texas A&M,00-0031408,16737,c48c21d9-0ae5-478c-ad34-30a660cfa9b8,27535,9253,8642,EvanMi00,16597,2216,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yaxorbdsvk1ucfuiyrkj",EVA534309,41233,32004556-4153-4309-b2ed-6b8233f6fea5,2014.0,2014.0,TB
2026,SEA,LB,LB,0.0,ACT,DeMarcus Lawrence,DeMarcus,Lawrence,1992-04-28,75,254,Boise State; Butler County JC,00-0031411,16802,3e3bd10a-6462-47f8-8938-42518781d060,27562,9344,8669,LawrDe00,16366,2064,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dqcbiti9q92w9uawqxom",LAW282118,41263,32004c41-5728-2118-edab-498f27240b6f,2014.0,2014.0,DAL
2026,NYG,TE,TE,85.0,ACT,Chris Manhertz,Christopher,Manhertz,1992-04-10,78,235,Canisius College,00-0031484,2531358,7c7b5515-7786-4e24-9ce0-34e6a8bd5727,28365,10033,10211,ManhCh00,17762,3048,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/azx76rspzgxfogsqhxet",MAN285874,42302,32004d41-4e28-5874-8b5c-b485778d40fc,2015.0,2015.0,
2026,SEA,K,K,5.0,ACT,Jason Myers,Jason,Myers,1991-05-12,70,190,Marist,00-0031492,2473037,7af4c94b-529b-4403-ab66-2bfed3fcf0c7,28378,10157,10207,MyerJa00,17215,2747,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rnw5znsm0hrekqvztiog",MYE407253,41175,32004d59-4540-7253-949f-65e474226c01,2015.0,2015.0,
2026,NYG,QB,QB,19.0,ACT,Jameis Winston,Jameis,Winston,1994-01-06,76,231,Florida State,00-0031503,2969939,fb3b36fc-b985-4807-8199-d038d7e62a93,28389,10037,9434,WinsJa00,16762,2306,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwikoroqsyf8iemlrohb",WIN623708,42344,32005749-4e62-3708-9650-e59a3f7bea83,2015.0,2015.0,TB
2026,HOU,DL,DE,55.0,ACT,Danielle Hunter,Danielle,Hunter,1994-10-29,77,263,LSU,00-0031565,2976560,ba7fe857-df63-4aed-803a-80993b157be4,28476,10318,9521,HuntDa01,16849,2393,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z2rpuzpb0tm8r6vwnfxk",HUN529240,42431,32004855-4e52-9240-4ef3-07ebfed3439a,2015.0,2015.0,MIN
2026,CHI,DL,DT,50.0,ACT,Grady Jarrett,Grady,Jarrett,1993-04-28,73,294,Clemson,00-0031583,2576492,e1fe1900-fae3-414e-8530-55eece80471f,28525,10458,9570,JarrGr00,17059,2592,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/znqx6ghmgepgcrsfw9gm",JAR254349,42480,32004a41-5225-4349-33b2-d2f5008fd3a4,2015.0,2015.0,ATL
2026,CLE,RB,FB,34.0,ACT,Michael Burton,Michael,Burton,1992-02-01,72,247,Rutgers,00-0031595,2515270,80715ecf-ffc9-4a93-a305-2193451b3382,28556,10468,9601,BurtMi00,16928,2471,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ibyeabk3yu68mgipxklr",BUR792195,42511,32004255-5279-2195-c834-a65d2d43d92e,2015.0,2015.0,DET
2026,SEA,OL,OT,,ACT,Bobby Hart,Robert,Hart,1994-08-21,77,310,Florida State,00-0031622,,,,,,,,,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eeqftbtda7o2yyop5m5s",HAR659972,42569,32004841-5265-9972-2dde-0391002e0586,2015.0,2015.0,NYG
2026,DEN,LB,LB,49.0,ACT,Alex Singleton,Alex,Singleton,1993-12-07,74,240,Montana State,00-0031898,2612151,954d9ed8-41ed-4222-b0d8-b3cc8d1755a5,28716,10811,9994,SingAl00,17085,2617,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zohji3gr704zraihhqyl",SIN350252,42929,32005349-4e35-0252-3d2d-f2edddb47f5f,2015.0,2015.0,
2026,SEA,DL,DE,99.0,ACT,Leonard Williams,Leonard,Williams,1994-06-20,77,310,USC,00-0031933,2971622,2b5152aa-cbcc-439c-b72a-ac7577c8422b,28394,10307,9439,WillLe02,16767,2311,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jhaogtinjeyrwbjsvbl4",WIL426411,42349,32005749-4c42-6411-1ceb-16f4ceb749d0,2015.0,2015.0,NYJ
2026,TB,DL,DT,56.0,ACT,Rakeem Nunez-Roches,Rakeem,Nunez-Roches,1993-07-03,74,307,Southern Mississippi,00-0031957,2575453,d6ce0b64-9526-4983-8c3c-7f14f2918f8e,28605,10339,9650,NuneRa00,17512,2993,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iugbhtbumlnt3nb8wqmi",NUN250521,42560,32004e55-4e25-0521-92d6-3fde26feb3fc,2015.0,2015.0,KC
2026,SEA,DL,DE,,ACT,Dante Fowler Jr.,Dante,Fowler,1994-08-03,75,261,Florida,00-0032052,2980100,6bc85af5-fc58-4656-82da-d02780a0f6f6,28391,10349,9436,FowlDa00,16764,2308,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tuvfudn3repds06zb5hi",FOW382785,42346,3200464f-5738-2785-f81a-f6d367ce1686,2015.0,2015.0,JAX
2026,MIA,P,P,48.0,ACT,Bradley Pinion,Bradley,Pinion,1994-06-01,77,265,Clemson,00-0032065,2977680,9000be32-15ad-4c43-bf8d-79a9c7113cdd,28553,10466,9598,PiniBr00,16925,2468,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g6zs1z59umevxxtqc35z",PIN501016,42508,32005049-4e50-1016-bb7b-fc207d868337,2015.0,2015.0,SF
2026,HOU,OL,OT,77.0,ACT,Trent Brown,Trenton,Brown,1993-04-13,80,380,Florida; Georgia Military,00-0032071,,,,,,,,,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r0l3rruzqunyqlt0lrzm",BRO739325,42587,32004252-4f73-9325-7786-18cc8995e060,2015.0,2015.0,SF
2026,LAC,LB,MLB,6.0,ACT,Denzel Perryman,Denzel,Perryman,1992-12-05,71,240,Miami,00-0032103,2579621,9fc6e49f-c863-419d-9dca-8f0da3f3c9c7,28436,10356,9481,PerrDe00,16809,2353,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqxyjc6skhaprcaiknpj",PER775462,42391,32005045-5277-5462-491f-9c5c82a7d666,2015.0,2015.0,LAC
2026,JAX,RB,RB,43.0,ACT,Ameer Abdullah,Ameer,Abdullah,1993-06-13,69,203,Nebraska,00-0032104,2576336,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,28442,10126,9487,AbduAm00,16815,2359,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jvkgnlj5fn16mnmdyr4i",ABD647726,42397,32004142-4464-7726-b649-e09413abd27c,2015.0,2015.0,DET
2026,LAC,LB,OLB,48.0,ACT,Bud Dupree,Alvin,Dupree,1993-02-12,76,269,Kentucky,00-0032146,2576702,48dca4c3-c6ac-4122-aee6-26f7cd259824,28410,10351,9455,DuprAl00,16783,2327,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/unn7gcyciu20lmm1bvpn",DUP507860,42365,32004455-5050-7860-af18-e6f8e2611e65,2015.0,2015.0,PIT
2026,ATL,QB,QB,13.0,ACT,Trevor Siemian,Trevor,Siemian,1991-12-26,75,220,Northwestern,00-0032156,2511109,e23dc743-ecee-4cf3-a263-69d3da3bae94,28638,10483,9683,SiemTr00,17009,2549,11.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vmksfbms9zefxezf39sb",SIE461866,42593,32005349-4546-1866-e481-b01fc4505cd5,2015.0,2015.0,DEN
2026,JAX,DL,DE,91.0,ACT,Arik Armstead,Arik,Armstead,1993-11-15,79,290,Oregon,00-0032164,2971275,acb7169f-3ffa-4386-9866-e06af6ed7fef,28405,10309,9450,ArmsAr01,16778,2322,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z6e5xcslnlyaz2egeke3",ARM057964,42360,32004152-4d05-7964-59d3-546e5e96e618,2015.0,2015.0,SF
2026,LV,WR,WR,13.0,ACT,Phillip Dorsett,Phillip,Dorsett,1993-01-05,70,185,Miami,00-0032208,2579604,c682e8ea-fe48-45d2-af60-682a6125ab22,28417,10208,9462,DorsPh00,16790,2334,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zkmdppfkcxqn5iwlcsyy",DOR488199,42372,3200444f-5248-8199-3ca5-f2de722dd057,2015.0,2015.0,IND
2026,LA,LS,LS,49.0,ACT,Joe Cardona,Joseph,Cardona,1992-04-16,74,245,Navy,00-0032228,,,,,,,,,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cs3qvfnrrxiubflqqw2i",CAR054160,42509,32004341-5205-4160-e18a-17a03cc27e0e,2015.0,2015.0,NE
2026,WAS,QB,QB,8.0,ACT,Marcus Mariota,Marcus,Mariota,1993-10-30,76,222,Oregon,00-0032268,2576980,7c16c04c-04de-41f3-ac16-ad6a9435e3f7,28390,10074,9435,MariMa01,16763,2307,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9ribxqudeehvmjlw0va",MAR186347,42345,32004d41-5218-6347-2b09-64276fa61f68,2015.0,2015.0,TEN
2026,IND,DL,DT,99.0,ACT,DeForest Buckner,DeForest,Buckner,1994-03-17,79,295,Oregon,00-0032378,2971282,d97529e5-f1cd-4fe0-8697-4b51bbe52fd4,29241,10925,10641,BuckDe00,17933,3172,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mtyogyexnz2ik3fbs3am",BUC768760,43296,32004255-4376-8760-299c-0fb49b4a62d2,2016.0,2016.0,SF
2026,SF,DB,CB,30.0,ACT,Eli Apple,Eli,Apple,1995-08-09,73,203,Ohio State,00-0032379,3040506,72a42703-19b7-417c-87ce-344fd792f5ca,29244,10886,10644,ApplEl00,17950,3189,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szrv0msliekcbdfulpzb",APP195645,43299,32004150-5019-5645-f1b8-2e24e42cc5eb,2016.0,2016.0,NYG
2026,WAS,OL,OT,78.0,ACT,Laremy Tunsil,Laremy,Tunsil,1994-08-02,77,313,Mississippi,00-0032380,,,,,,,,,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ewy0qnfl6956hfatqszj",TUN565442,43302,32005455-4e56-5442-704e-acb84ae7be26,2016.0,2016.0,MIA
