season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club
2026,SF,OL,OT,71.0,ACT,Trent Williams,Trenton,Williams,1988-07-19,77,320,Oklahoma,00-0027857,,,,,,,,,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z3rgsbkzy0sripzunidx",WIL547553,35443.0,32005749-4c54-7553-75b9-3d34c5460f69,2010.0,2010.0,WAS
2026,PHI,DL,DE,55.0,UFA,Brandon Graham,Brandon,Graham,1988-04-03,74,265,Michigan,00-0027865,13239.0,b3e41b52-a8aa-4be8-8513-8ede6f3f83d3,23988.0,6571.0,5538.0,GrahBr99,11315.0,583.0,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e6iqegrredwqev7qx81m",GRA130064,35452.0,32004752-4113-0064-408f-cc7f40d8b327,2010.0,2010.0,PHI
2026,WAS,LB,OLB,24.0,UFA,Von Miller,Vonnie,Miller,1989-03-26,75,250,Texas A&M,00-0027940,13976.0,cc9528c4-3a18-4d3f-8d8f-cfef4dcd2d38,24789.0,7421.0,6154.0,MillVo00,13022.0,871.0,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cqkgo6uw5ha7bjajkewf",MIL597654,37075.0,32004d49-4c59-7654-8608-622051b53bd3,2011.0,2011.0,DEN
2026,NO,DL,DE,94.0,UFA,Cameron Jordan,Cameron,Jordan,1989-07-10,76,287,California,00-0027962,13971.0,543e5e1e-50e5-482d-a6ad-498d7fab497e,24811.0,7447.0,6176.0,JordCa00,13338.0,957.0,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eauqz3xbdtl0wfoy71da",JOR051224,37097.0,32004a4f-5205-1224-2417-472af132c281,2011.0,2011.0,NO
2026,PIT,DL,DE,97.0,ACT,Cameron Heyward,Cameron,Heyward,1989-05-06,77,295,Ohio State,00-0027969,13977.0,9779acc7-ed88-4a16-b78d-230ace9ec3eb,24818.0,7449.0,6183.0,HeywCa01,12902.0,843.0,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vfql05jp29d2pltrlwqz",HEY271611,37104.0,32004845-5927-1611-4c0d-39454c8d1eaf,2011.0,2011.0,PIT
2026,PHI,QB,QB,14.0,ACT,Andy Dalton,Andrew,Dalton,1987-10-29,74,220,TCU,00-0027973,14012.0,d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1,24822.0,7355.0,6187.0,DaltAn00,12841.0,829.0,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nyjb97rajdqckaxsoniv",DAL659900,37110.0,32004441-4c65-9900-551d-a31a0423b3ca,2011.0,2011.0,CIN
2026,GB,QB,QB,6.0,ACT,Tyrod Taylor,Tyrod,Taylor,1989-08-03,73,217,Virginia Tech,00-0028118,14163.0,7f3ef024-eb34-46af-8b9e-544cdf09378f,24967.0,7357.0,6332.0,TaylTy00,12831.0,827.0,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nqpyumxuo0e9sitk0a0o",TAY764868,37255.0,32005441-5976-4868-b81d-df31fbb7fe72,2011.0,2011.0,BAL
2026,WAS,RB,FB,57.0,ACT,Nick Bellore,Nicholas,Bellore,1989-05-12,73,250,Central Michigan,00-0028292,14471.0,eeb9e3f4-e378-44ca-94b6-a724011ad710,25295.0,7504.0,6515.0,BellNi01,12787.0,815.0,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wlj7zdf6h9p9dnhdtmih",BEL740458,37792.0,32004245-4c74-0458-f160-9cf6a1a7b60c,2011.0,2011.0,
2026,LA,LS,LS,44.0,UFA,Jake McQuaide,Jacob,McQuaide,1987-12-07,74,238,Ohio State,00-0028394,,,,,,,,,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjtq2nbl0i8ejcx4dx9u",MCQ288110,37874.0,32004d43-5128-8110-af3b-efbcaad1871f,2011.0,2011.0,
2026,LAC,LS,LS,47.0,ACT,Josh Harris,Joshua,Harris,1989-04-27,73,224,Auburn,00-0028845,15151.0,8bbd5520-52e9-4187-889f-bd4552622869,26168.0,3795.0,7748.0,HarrJo02,14567.0,1238.0,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/agckpghgjhwbacdexqyd",HAR000002,38785.0,32004841-5200-0002-4939-feff6037684f,2012.0,2012.0,
2026,MIN,P,P,,ACT,Johnny Hekker,John,Hekker,1990-02-08,77,225,Oregon State,00-0028872,15153.0,380435a9-1833-4381-a12b-498a43732798,26350.0,8381.0,7252.0,HekkJo00,14409.0,1202.0,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qqxvnynrahubphl6gjvw",HEK403291,38815.0,32004845-4b40-3291-c2a9-69e708d367a1,2012.0,2012.0,
2026,ARI,LS,LS,46.0,UFA,Aaron Brewer,Aaron,Brewer,1990-07-05,77,232,San Diego State,00-0028946,15241.0,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976.0,8543.0,7301.0,BrewAa00,14042.0,1122.0,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mnaix4zmrmwryj55usgx",BRE611741,38897.0,32004252-4561-1741-8e18-114a5262818a,2012.0,2012.0,
2026,CHI,QB,QB,11.0,UFA,Case Keenum,Casey,Keenum,1988-02-17,73,220,Houston,00-0028986,15168.0,1b3d350a-478b-4542-a430-d12cc96adc22,26483.0,8065.0,7323.0,KeenCa00,15694.0,1737.0,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/weixhyzal4ntsyszyepu",KEE690598,38937.0,32004b45-4569-0598-1a82-7cad5305e148,2012.0,2012.0,
2026,WAS,LB,MLB,54.0,UFA,Bobby Wagner,Bobby,Wagner,1990-06-27,72,242,Utah State,00-0029255,14979.0,706bc0ab-7200-47e9-9b09-726110eb83dc,25757.0,8208.0,7050.0,WagnBo00,14534.0,1233.0,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/msulezmb9dk3klpgymoj",WAG236381,38577.0,32005741-4723-6381-ac85-fd0b1d975c90,2012.0,2012.0,SEA
2026,NYG,QB,QB,,UFA,Russell Wilson,Russell,Wilson,1988-11-29,71,206,Wisconsin; N.C. State,00-0029263,14881.0,409d4cac-ee90-4470-9710-ebe671678339,25785.0,8043.0,7077.0,WilsRu00,14536.0,1234.0,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkstxj0evgkjiycu4glc",WIL777781,38605.0,32005749-4c77-7781-795c-94c753706d1d,2012.0,2012.0,SEA
2026,ARI,OL,OT,68.0,UFA,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75,308,SMU,00-0029316,,,,,,,,,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dgul4jljoasida1h8tag",BEA111513,38779.0,32004245-4111-1513-5626-cd2b32ceb041,2012.0,2012.0,PIT
2026,TEN,OL,G,70.0,UFA,Kevin Zeitler,Kevin,Zeitler,1990-03-08,76,332,Wisconsin,00-0029592,,,,,,,,,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nfb14plexvixmjo0p5ye",ZEI626612,38557.0,32005a45-4962-6612-5e4f-98d957ec559c,2012.0,2012.0,CIN
2026,LV,QB,QB,8.0,ACT,Kirk Cousins,Kirk,Cousins,1988-08-19,75,209,Michigan State,00-0029604,14880.0,bbd0942c-6f77-4f83-a6d0-66ec6548019e,25812.0,8057.0,7102.0,CousKi00,14252.0,1166.0,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmdqr7gju0dciapvdjcv",COU709400,38632.0,3200434f-5570-9400-e1ae-f835abb5963e,2012.0,2012.0,WAS
2026,MIN,DB,FS,22.0,UFA,Harrison Smith,Harrison,Smith,1989-02-02,74,211,Notre Dame,00-0029606,14945.0,407f1923-6659-4564-800f-25b8746d6d3e,25739.0,8202.0,7641.0,SmitHa00,14461.0,1213.0,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kadw1bk0cxsarjrwbdrq",SMI317465,38559.0,3200534d-4931-7465-ebfe-5c05b57e543c,2012.0,2012.0,MIN
2026,NYJ,LB,OLB,,ACT,Demario Davis,DeMario,Davis,1989-01-11,74,248,Arkansas State,00-0029607,14958.0,e6221da0-1ce0-4f60-85b5-f2094e9d2863,25787.0,8213.0,7079.0,DaviDe00,13810.0,1052.0,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fx9oohbyik0ibdlvyr8z",DAV262404,38607.0,32004441-5626-2404-80ee-7e2bd72b20d4,2012.0,2012.0,NYJ
2026,NYG,OL,G,74.0,UFA,Greg Van Roten,Gregory,Van Roten,1990-02-26,76,295,Penn,00-0029685,,,,,,,,,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iey1sirxc8ggdt5yeunm",VAN749202,39684.0,32005641-4e74-9202-dbb8-9834c0144c70,2012.0,2012.0,
2026,DAL,P,P,5.0,ACT,Bryan Anger,Bryan,Anger,1988-10-06,75,202,California,00-0029692,14950.0,6ee71282-c2b8-416a-8de1-29c0185d9b7b,25780.0,8251.0,7072.0,AngeBr00,14017.0,1113.0,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e1fozrp2fhprrkheqt0x",ANG280911,38600.0,3200414e-4728-0911-cad2-e8c7ca434956,2012.0,2012.0,JAX
2026,MIN,LS,LS,42.0,ACT,Andrew DePaola,Andrew,DePaola,1987-07-28,73,227,Rutgers,00-0029714,,,,,,,,,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jcrvuhkivwjhbqmzp5tm",DEP118180,39750.0,32004445-5011-8180-19a1-6814db083a3b,2014.0,2014.0,
2026,GB,K,K,17.0,UFA,Brandon McManus,Brandon,McManus,1991-07-25,75,201,Temple,00-0029822,16339.0,6444feb1-f5a4-4b45-9a45-79308a4445fd,27120.0,9948.0,8437.0,McMaBr01,14996.0,1433.0,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qvwi9b1vfkn0wlmdl7ej",MCM226186,40276.0,32004d43-4d22-6186-f944-10ba09a79444,2014.0,2014.0,
2026,SF,RB,FB,44.0,ACT,Kyle Juszczyk,Kyle,Juszczyk,1991-04-23,74,235,Harvard,00-0029892,16002.0,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,26753.0,8930.0,7912.0,JuszKy00,14901.0,1379.0,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qflumv1aag7yw9mgwpga",JUS812736,40078.0,32004a55-5381-2736-6940-2f5c2a0823b7,2013.0,2013.0,BAL
2026,WAS,TE,TE,86.0,UFA,Zach Ertz,Zachary,Ertz,1990-11-10,77,250,Stanford,00-0030061,15835.0,de3421f7-2147-4835-89a5-724e87bad463,26658.0,8781.0,7816.0,ErtzZa00,14856.0,1339.0,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",ERT800920,39983.0,32004552-5480-0920-32a6-165b5a77814e,2013.0,2013.0,PHI
2026,BAL,DL,DT,94.0,ACT,John Jenkins,Jonathan,Jenkins,1989-07-11,75,360,Georgia; Gulf Coast CC; Mississippi,00-0030070,15846.0,60d48e85-931c-45dc-b62f-024503a2e09b,26705.0,8672.0,7863.0,JenkJo00,15194.0,1553.0,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cgamzernsuzy7zamg3rx",JEN271683,40030.0,32004a45-4e27-1683-8a30-9a574921106a,2013.0,2013.0,NO
2026,CAR,P,P,6.0,ACT,Sam Martin,Sam,Martin,1990-02-27,73,205,Appalachian State,00-0030092,15928.0,80b403da-381f-467e-883b-5b83ac02aac3,26788.0,9022.0,7947.0,MartSa01,15125.0,1516.0,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hkewwfpluyhrcdgquthf",MAR720548,40113.0,32004d41-5272-0548-89fe-164b32a0f793,2013.0,2013.0,DET
2026,LA,OL,OT,68.0,UFA,David Quessenberry,David,Quessenberry,1990-08-24,77,310,San Jose State,00-0030097,,,,,,,,,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u9tqc6zzwioplioiixpm",QUE597984,40124.0,32005155-4559-7984-fe6c-8f632e818cdc,2013.0,2013.0,HOU
2026,BUF,DB,FS,21.0,UFA,Jordan Poyer,Jordan,Poyer,1991-04-25,72,191,Oregon State,00-0030114,15979.0,95fab6fa-3ee1-47d0-93ad-c7ff41744be7,26841.0,8639.0,8000.0,PoyeJo00,14860.0,1343.0,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jv5ibhkljw1u9knlwqzy",POY177981,40166.0,3200504f-5917-7981-49e3-4504d10369fb,2013.0,2013.0,PHI
2026,WAS,P,P,10.0,ACT,Tress Way,Tressler,Way,1990-04-18,73,220,Oklahoma,00-0030140,16166.0,55e1ecbd-96c5-456e-833b-9cd3f046f3fc,26945.0,9832.0,8358.0,WayxTr00,15112.0,1506.0,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c9oijuzo666bwebj9yuj",WAY228645,40600.0,32005741-5922-8645-73f7-640013d2a29d,2014.0,2014.0,
2026,LAC,WR,WR,13.0,UFA,Keenan Allen,Keenan,Allen,1992-04-27,74,211,California,00-0030279,15818.0,5f424505-f29f-433c-b3f2-1a143a04a010,26699.0,8627.0,7857.0,AlleKe00,15076.0,1479.0,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ri267r6lzfwarh89hsn6",ALL532966,40024.0,3200414c-4c53-2966-dfa9-55ae464e7b3d,2013.0,2013.0,LAC
2026,LAC,DB,S,23.0,ACT,Tony Jefferson,Tony,Jefferson,1992-01-27,71,211,Oklahoma,00-0030294,16195.0,7690ab6a-2ae0-4449-abd5-74ec54403f2e,27081.0,8688.0,8361.0,JeffTo00,15516.0,1686.0,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbeyyjp0frs1gi1g8e3i",JEF423538,40737.0,32004a45-4642-3538-6240-81dc1df4c32e,2013.0,2013.0,
2026,KC,TE,TE,87.0,ACT,Travis Kelce,Travis,Kelce,1989-10-05,77,250,Cincinnati,00-0030506,15847.0,c3859e06-5f23-4302-a71b-04820a899d5f,26686.0,8783.0,7844.0,KelcTr00,15048.0,1466.0,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebc5j60djpinc9elvlc5",KEL012458,40011.0,32004b45-4c01-2458-b7b6-3a14cdb414dd,2013.0,2013.0,KC
2026,PHI,OL,OT,65.0,ACT,Lane Johnson,David,Johnson,1990-05-08,78,325,Oklahoma; Kilgore,00-0030561,,,,,,,,,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ukibsn5yxozyzompfbxm",JOH399478,39950.0,32004a4f-4839-9478-c9f1-08050b07752e,2013.0,2013.0,PHI
2026,BAL,WR,WR,10.0,UFA,DeAndre Hopkins,DeAndre,Hopkins,1992-06-06,73,210,Clemson,00-0030564,15795.0,5c48ade7-4b9a-4757-9643-87a6e3839e2b,26650.0,8619.0,7808.0,HopkDe00,14986.0,1426.0,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/snvo6holyfdjmrlqxqxu",HOP161500,39973.0,3200484f-5016-1500-bfbe-c87b292b639c,2013.0,2013.0,HOU
2026,NYJ,QB,QB,,ACT,Geno Smith,Eugene,Smith,1990-10-10,75,221,West Virginia,00-0030565,15864.0,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,26662.0,8743.0,7820.0,SmitGe00,14895.0,1373.0,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqy0933vz5yogwlefb1s",SMI269700,39987.0,3200534d-4926-9700-a278-7821d73d1c6a,2013.0,2013.0,NYJ
2026,KC,LS,LS,41.0,ACT,James Winchester,James,Winchester,1989-08-06,75,240,Oklahoma,00-0030615,16665.0,996a0607-8046-46c2-97a0-b94ff9f5a1c8,27494.0,10606.0,8580.0,WincJa00,15917.0,1785.0,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qw1jmfvcpwxx12cewfqg",WIN034202,40994.0,32005749-4e03-4202-ea63-4415bac76e40,2015.0,2015.0,
2026,CLE,OL,OT,71.0,UFA,Cornelius Lucas,Cornelius,Lucas,1991-07-18,80,327,Kansas State,00-0030725,,,,,,,,,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ii9b9lb3szz5vehvqh5a",LUC054659,41563.0,32004c55-4305-4659-8560-2460bc8db96b,2014.0,2014.0,
2026,KC,DL,DT,69.0,UFA,Mike Pennel,Maurice,Pennel,1991-05-09,76,330,Colorado State (Pueblo); Arizona State; Scottsdale CC,00-0030757,17230.0,8b9bc551-66bb-4948-849f-c0471caaeb19,28085.0,9661.0,9316.0,PennMi00,16486.0,2143.0,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ezpbko1gvvdrrtqhkhnu",PEN320554,41595.0,32005045-4e32-0554-9daf-d78f7cf2d013,2014.0,2014.0,
2026,ARI,LS,LS,59.0,ACT,Casey Kreiter,Casey,Kreiter,1990-08-13,73,250,Iowa,00-0030957,,,,,,,,,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wgpfei7r2zzbjqojtiu5",KRE233600,41797.0,32004b52-4523-3600-312f-642e8b6af048,2016.0,2016.0,
2026,LAC,LB,OLB,52.0,UFA,Khalil Mack,Khalil,Mack,1991-02-22,75,269,Buffalo,00-0031040,16710.0,33c74bf8-7621-48be-a769-e219703988d9,27533.0,9251.0,8640.0,MackKh00,16323.0,2036.0,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jzqh3otccfpx2aue7xys",MAC325122,41231.0,32004d41-4332-5122-ef2d-7d43941a5ee7,2014.0,2014.0,LV
2026,BUF,DL,DE,92.0,UFA,DaQuan Jones,DaQuan,Jones,1991-12-27,76,320,Penn State,00-0031054,16910.0,0d038341-cd66-4651-93c4-e76c6d218135,27640.0,9393.0,8747.0,JoneDa04,16171.0,1932.0,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w7qkicdj6v0figbmfp0u",JON200565,41341.0,32004a4f-4e20-0565-dbce-63cc86919383,2014.0,2014.0,TEN
2026,PIT,K,K,9.0,ACT,Chris Boswell,Christopher,Boswell,1991-03-16,74,185,Rice,00-0031136,17372.0,441eb531-1ec8-4f65-9174-78bc6adada63,28188.0,9646.0,8990.0,BoswCh00,16191.0,1945.0,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxbnhvnfjmheuryvdmuf",BOS743355,41953.0,3200424f-5374-3355-5a91-480dcb22e23b,2014.0,2014.0,
2026,WAS,LS,LS,69.0,ACT,Tyler Ott,Tyler,Ott,1992-02-28,75,253,Harvard,00-0031156,,,,,,,,,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ppnihdnetdwuoapsyrnn",OTT034606,41973.0,32004f54-5403-4606-91c0-927940580e7f,2015.0,2015.0,
2026,BAL,DL,DE,97.0,UFA,Brent Urban,Brent,Urban,1991-05-05,79,309,Virginia,00-0031177,16831.0,63cef4ac-6e22-497b-9f8c-fbccd0694d17,27662.0,9415.0,8769.0,UrbaBr00,16100.0,1881.0,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/acp4qzscazxskq9efwnf",URB226521,41363.0,32005552-4222-6521-9e10-b53573c5cde4,2014.0,2014.0,BAL
2026,CHI,K,K,8.0,ACT,Cairo Santos,Cairo,Santos,1991-11-12,68,173,Tulane,00-0031203,17427.0,d96ff17c-841a-4768-8e08-3a4cfcb7f717,28227.0,9633.0,8932.0,SantCa01,16301.0,2020.0,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w5mfvjfuflbitwuji1yx",SAN796299,41991.0,32005341-4e79-6299-852e-b177eee92780,2014.0,2014.0,
2026,BUF,WR,WR,,UFA,Brandin Cooks,Brandin,Cooks,1993-09-25,70,190,Oregon State,00-0031236,16731.0,b6b954eb-4591-4b7a-86b9-a481f15fdd58,27548.0,9260.0,8655.0,CookBr00,16568.0,2197.0,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/krz3gv9jjs92arlctvqf",COO299382,41246.0,3200434f-4f29-9382-29e1-70020b0a09be,2014.0,2014.0,NO
2026,DET,QB,QB,,ACT,Teddy Bridgewater,Theodore,Bridgewater,1992-11-10,74,210,Louisville,00-0031237,16728.0,d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7,27560.0,9245.0,8667.0,BridTe00,16497.0,2152.0,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wggyfg1dgyiwcgxafoen",BRI129168,41258.0,32004252-4912-9168-84fe-1a998a0eb85b,2014.0,2014.0,MIN
2026,HOU,DL,DT,96.0,UFA,Denico Autry,Denico,Autry,1990-07-15,77,285,Mississippi State; East Mississippi JC,00-0031254,17447.0,a21d1e4a-aae6-4ebe-8f70-1087151b2b50,28266.0,9746.0,8982.0,AutrDe00,16310.0,2027.0,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/avrrswmjrzes0ggi3bsg",AUT529722,42031.0,32004155-5452-9722-6c49-55672c70bcd6,2014.0,2014.0,
2026,NYG,DL,DE,,ACT,Shelby Harris,Shelby,Harris,1991-08-11,74,288,Illinois State; Wisconsin,00-0031270,16837.0,20d66704-9c12-467f-a6ca-9cf9dc00730c,27763.0,9785.0,8869.0,HarrSh00,16319.0,2033.0,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r1lxhltzhpkmfdocupum",HAR536152,41464.0,32004841-5253-6152-2588-5177254b0366,2014.0,2014.0,LV
2026,ATL,OL,OT,70.0,ACT,Jake Matthews,Jacob,Matthews,1992-02-11,77,309,Texas A&M,00-0031279,,,,,,,,,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/erhayhjdrny0fua2nizx",MAT565555,41232.0,32004d41-5456-5555-1827-0d5d5e928f5d,2014.0,2014.0,ATL
